piid,agency,vendor,value,description,fpds_status,fpds_link,deleted_date,savings
140R1021P0014,Department of the Interior,TYSOR LLC,438500,IDENTIFICATION AND TREATMENT OF NOXIOUS AND INVASIVE WEED SPECIES ON RECLAMATION UNDEVELOPED LANDS WITHIN THE UPPER SNAKE FIELD OFFICE.,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R1021P0014&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,0
140D0424F0894,Department of the Interior,MATHEMATICA INC.,410063,USDA FNS TFP SCALE FACTORS STUDY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0894&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,2/27/2025,0
140D0423F1138,Department of the Interior,Abt Global LLC,349763,DESIGNING A PILOT TO MEASURE THE IMPACT OF RESTRICTING SNAP PURCHASES - FFP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1138&modNumber=P00003&idvAgencyID=&idvPIID=GS00F252CA&contractType=AWARD,2/27/2025,57818
140D0424F0674,Department of the Interior,"WESTAT, INC.",320787,CHILD NUTRITION ANALYSIS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0674&modNumber=P00002&idvAgencyID=&idvPIID=140D0424A0041&contractType=AWARD,2/27/2025,0
140D0424F1299,Department of the Interior,"DECISION INFORMATION RESOURCES, INC",300720,SFA SURVEY IV ON SUPPLY CHAIN DISRUPTION AND STUDENT PARTICIPATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1299&modNumber=P00002&idvAgencyID=&idvPIID=140D0423A0069&contractType=AWARD,2/27/2025,0
140D0424F1181,Department of the Interior,"MEF ASSOCIATES, LLC",280531,WIC CX LANDSCAPE ANALYSIS BPA CALL ORDER 2,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1181&modNumber=P00001&idvAgencyID=&idvPIID=140D0423A0006&contractType=AWARD,2/27/2025,0
140D0422F0235,Department of the Interior,STRATEGIC RESOLUTION EXPERTS INC,233935,USDA FNS EXECUTIVE COACHING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0235&modNumber=P00007&idvAgencyID=&idvPIID=GS10F154AA&contractType=AWARD,2/27/2025,125965
140L2623F0015,Department of the Interior,RED MTN. RESOURCE LLC,110000,ADD FUNDS TO WEEDS BPA L2520A0009,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2623F0015&modNumber=P00001&idvAgencyID=&idvPIID=140L2520A0009&contractType=AWARD,2/27/2025,0
140G0124P0021,Department of the Interior,ATTAINX INC.,67500,LCSP PROG RVW & NEEDS ASMNT,CHANGE ORDER,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124P0021&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,0
140A2324P0285,Department of the Interior,NEW MEXICO COMMUNITY CAPITAL,45000,TCRGP RESEARCH - NMCC,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A2324P0285&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,0
140L2623F0014,Department of the Interior,"MONTURE CREEK LAND MANAGEMENT, INC.",45000,ADD FUNDS TO WEEDS BPA L2520A0007,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2623F0014&modNumber=P00001&idvAgencyID=&idvPIID=140L2520A0007&contractType=AWARD,2/27/2025,0
140L2623F0016,Department of the Interior,WMA. NOXIOUS WEED/RANGE SPECIALISTS LLC,45000,ADD FUNDS TO WEED BPA L2520A0008,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2623F0016&modNumber=P00001&idvAgencyID=&idvPIID=140L2520A0008&contractType=AWARD,2/27/2025,0
140L2623F0071,Department of the Interior,"THE WOODS HOLE GROUP, INC.",40000,SAGE-GROUSE DATA ACQUISITION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2623F0071&modNumber=P00002&idvAgencyID=&idvPIID=140L2623A0002&contractType=AWARD,2/27/2025,0
140L0724F0018,Department of the Interior,"SHUSTER, JAMES",34000,BDO BLM BPA WEED CONTROL SHUSTER FY24,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0724F0018&modNumber=0&idvAgencyID=&idvPIID=140L0724A0001&contractType=AWARD,2/27/2025,0
140L6224P0015,Department of the Interior,ALTITUDE DOCUSHRED LLC,32788.69,"The Bureau of Land Management (BLM), Wyoming State Office (WYSO), Cheyenne, WY is in need of shredding services for sensitive documents. The Contractor shall furnish all labor, tools, materials, equipment, transportation, and supervision to manage and perform all operations for the collection, on-site shred, and recycle of scrap paper generated at the Wyoming State Office.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L6224P0015&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,7128.13
140L0724F0019,Department of the Interior,"BUNKER, DAVID",25000,BDO BLM BPA WEED CONTROL BUNKER FY24,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0724F0019&modNumber=0&idvAgencyID=&idvPIID=140L0724A0002&contractType=AWARD,2/27/2025,0
140L2624F0009,Department of the Interior,"UHRIG, SCOTT",19780,2024 TFD WEEDS BPA SCOTT UHRIG,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2624F0009&modNumber=0&idvAgencyID=&idvPIID=140L5220A0006&contractType=AWARD,2/27/2025,0
140L2624F0016,Department of the Interior,"ZOLLINGER AG, LLC",18993,2024 TFD WEEDS BPA JACOB ZOLLINGER,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2624F0016&modNumber=0&idvAgencyID=&idvPIID=140L5220A0005&contractType=AWARD,2/27/2025,0
140L2624F0010,Department of the Interior,VEGETATION MANAGEMENT SERVICES LLC,18765,2024 TFD WEEDS BPA VEGETATION MANAGEMENT,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2624F0010&modNumber=P00001&idvAgencyID=&idvPIID=140L5220A0007&contractType=AWARD,2/27/2025,730
693JJ623P000021,Department of Transportation,MARVEL CONSULTING LLC,1822698.65,THE PURPOSE OF THIS PROGRAM MANAGEMENT OFFICE (PMO) SUPPORT CONTRACT IS TO PROVIDE SUPPORT IN MONITORING AND EVALUATING OF ACTIVITIES RELATING TO THE CURRENT TTC CONTRACT AND SUPPORT THE COR IN THE COORDINATION AND EVALUATION OF ALL DELIVERABLES. THI,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ623P000021&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,1226135.16
693JJ623F00041N,Department of Transportation,"BLOOMBERG INDUSTRY GROUP, INC.",243012,"THE OBJECTIVE OF THIS TASK ORDER IS TO PROCURE SUBSCRIPTIONS TO BLOOMBERG (BGOV) WHICH PROVIDES ACCESS TO THE BREAKDOWN AND ANALYSIS OF BILLS HEADED TO THE FLOOR FOR A VOTE. IN ADDITION TO, BILL TRACKING, SUMMARIES, APPROPRIATIONS TRACKER, BUDGET TAB",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6930&PIID=693JJ623F00041N&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0068&contractType=AWARD,2/27/2025,151740
693JJ921F000077,Department of Transportation,WEST PUBLISHING CORPORATION  ,143943.6,Modification to fully fund CLIN 0004 Option Year 3 CLEAR Mid  Year Proposal dated 5/19/23,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6940&PIID=693JJ921F000077&modNumber=P00005&idvAgencyID=&idvPIID=03310318DL19C0015&contractType=AWARD,2/27/2025,68720.04
20341924C00009,Department of Treasury,TPGI CPA PLLC,332004.53,MICROLOAN GUARANTEE PROGRAM,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20341924C00009&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,173628.53
36C10X23N0005,Department of Veterans Affairs,"APTIVE HTG, LLC",144879476.67,"VHA INTEGRATED HEALTHCARE TRANSFORMATION (IHT) IDIQ CONTRACT- TASK ORDER W/ BASE AND 4 OPTION YEARS FOR SUPPORT TO POLICY, REGULATION, APPEALS, AND FORM BUSINESS LINES IN THE VHA OFFICE OF REGULATIONS, APPEALS, AND POLICY.",SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X23N0005&modNumber=P00005&idvAgencyID=&idvPIID=36C10X20D0002&contractType=AWARD,2/27/2025,131289705.36
36C10X20F0033,Department of Veterans Affairs,"ENTERPRISE RESOURCE PERFORMANCE, INC.",84868936.83,MULTI-CHANNEL TECHNOLOGIES (MCT) PROGRAM MANAGEMENT SUPPORT SERVICES (PMSS),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C10X20F0033&modNumber=P00012&idvAgencyID=&idvPIID=47QRAA19D0073&contractType=AWARD,2/27/2025,638787.52
36C77624N0540,Department of Veterans Affairs,"THE CRADDOCK GROUP, LLC",1904234.99,CAPITAL INVESTMENT OPTIONS IDIQ INDIANAPOLIS FEASIBILITY STUDY TASK ORDER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36C77624N0540&modNumber=P00001&idvAgencyID=&idvPIID=36C77624D0004&contractType=AWARD,2/27/2025,0
36E77620C0034,Department of Veterans Affairs,ALARES LLC,159000,MONTEREY ENHANCED USE LEASE EUL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36E77620C0034&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,0
36E77620C0061,Department of Veterans Affairs,FORT HILL COMPANIES LLC,140060,"IMPLEMENT THE VA EXTENDED USE LEASE PROGRAM TO ENABLE THE DEPARTMENT TO FORMULATE, EVALUATE, AND EXECUTE AN EUL PROJECT AT THE VA MEDICAL CENTER IN WACO TX.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3600&PIID=36E77620C0061&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,0
140D0423F0629,Environmental Protection Agency,S C & A INC,383282.58,"SUPPORT UNDER THIS BPA ORDER #10 IS FOR THE U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA), OFFICE OF ATMOSPHERIC PROTECTION (OAP), STRATOSPHERIC PROTECTION DIVISION. THE EPA REQUIRES A CONTRACTOR TO SUPPORT THE NEED FOR RETREAT FACILITATION AND STRATEGI",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F0629&modNumber=P00008&idvAgencyID=&idvPIID=140D0421A0004&contractType=AWARD,2/27/2025,191950.76
140D0422F0180,Environmental Protection Agency,S C & A INC,112970.96,BPA ORDER #8 - SUPPORT FOR THE CLEAN AIR ACT ADVISORY COMMITTEE (CAAAC) AND ANNUAL CLEAN AIR EXCELLENCE AWARDS (CAEA) PROGRAMS,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0180&modNumber=P00010&idvAgencyID=&idvPIID=140D0421A0004&contractType=AWARD,2/27/2025,0
140D0424F1276,Executive Office of the President,"PCG ENTERPRISES, INC.",161752.58,PEACE CORP - BARRIER ANALYSIS STUDY,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1276&modNumber=P00001&idvAgencyID=&idvPIID=GS00F318GA&contractType=AWARD,2/27/2025,0
29FTC122C0002,Federal Trade Commission,"POLITICO, LLC",216603,14 USERS FOR POLITICO PRO PLUS SUBSCRIPTION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2900&PIID=29FTC122C0002&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2/27/2025,47647
47HAA024F0157,General Services Administration,"COMMUNICATION INSTITUTE INTERNATIONAL, INC",16712.81,FACILITATION AND COACHING TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4773&PIID=47HAA024F0157&modNumber=PA0001&idvAgencyID=&idvPIID=47HAA020A0011&contractType=AWARD,2/27/2025,441.89
140D0421F0488,National Endowment for the Humanities,"RIPPLE EFFECT COMMUNICATIONS, INC.",194933.39,DATA VISUALIZATION AND STATIC INFOGRAPHICS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0421F0488&modNumber=P00007&idvAgencyID=&idvPIID=GS10F0365T&contractType=AWARD,2/27/2025,150198.06
24322624F0124,Office of Personnel Management,"AURORA SYSTEMS CONSULTING, INC.",37829,Commercial support from VMWare for Tanzu RabbitMQ Open Source software.,TRANSFER ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2400&PIID=24322624F0124&modNumber=ADMTRA&idvAgencyID=&idvPIID=NNG15SD79B&contractType=AWARD,2/27/2025,0
9523ZY23C0032,Commodity Futures Trading Commission,"GOVERNMENT SOLUTIONS GROUP, LLC",443742.39,DEIA INCLUSIVE LEADERSHIP TRAINING FOR SUPERVISORS,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9507&PIID=9523ZY23C0032&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,0
95332A22F00023,Corporation for National and Community Service,"M POWERED STRATEGIES, INC.",3204278.44,CHANGE MANAGEMENT AND BUSINESS PROCESS REENGINEERING PROFESSIONAL SERVICES.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9577&PIID=95332A22F00023&modNumber=P00007&idvAgencyID=&idvPIID=GS00F170CA&contractType=AWARD,2/26/2025,0
12319821F0044,Department of Agriculture,INSIGHT POLICY RESEARCH INC,2151739.94,CONTRACTOR SHALL PROVIDE QUALITY ASSURANCE OF QUALITY CONTROL,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319821F0044&modNumber=P00004&idvAgencyID=&idvPIID=12319820A0008&contractType=AWARD,2/26/2025,951181.08
12314423C0050,Department of Agriculture,MISCELLANEOUS FOREIGN AWARDEES,315000,"FAS/CANADA REQUIRES CONTRACTOR SUPPORT TO ASSIST IN THE PLANNING, DEVELOPMENT, EXECUTION, AND MEASUREMENT OF A 24-MONTH DIGITAL CAMPAIGN TO PROMOTE THE KEY MESSAGES OF THE TASTE USA/PRENEZ BRAND TO PROMOTE US AGRICULTURAL EXPORTS. THE",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314423C0050&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,0
12443923F0066,Department of Agriculture,"ICF INCORPORATED, L.L.C.",209935,JRWS-CON NEPA SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12443923F0066&modNumber=P00001&idvAgencyID=&idvPIID=12318720A0008&contractType=AWARD,2/26/2025,0
12445024P0041,Department of Agriculture,CENTRO PARA LA CONSERVACION Y ECODESARROLLO DE LA BAHIA DE SAMANA Y SU ENTORNO,206250,"TO SUPPORT CONSERVATION OF URBAN GREEN AREAS AND MANGROVE ECOSYSTEMS, CLIMATE CHANGE ADAPTION, ENVIRONMENTAL EDUCATION, AND COMMUNICATIONS/OUTREACH. CONSERVATION AND SUSTAINABLE MANAGEMENT OF TERRESTRIAL AND MARINE NATURAL RESOURCES IN DOMINICAN REPU",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12445024P0041&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,168750
12318723F0205,Department of Agriculture,TRAINING RESOURCES GROUP INC,73248.1,CAPACITY BUILDING SUPPORT AND COACHING FOR OSFACSERVICES FOR FOREST SERVICE IP,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723F0205&modNumber=P00003&idvAgencyID=&idvPIID=12318720A0001&contractType=AWARD,2/26/2025,0
1240BG23P0070,Department of Agriculture,"PEAK FACILITATION GROUP, INC.",66800,RMRS LEADERSHIP TEAM FACILITATION,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=1240BG23P0070&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,0
1240BG24F0003,Department of Agriculture,"JOHN M. FERRONE MANAGEMENT CONSULTING, INC.",66000,SERVICES NEEDED TO FACILITATE THE THREE-DAY QUARTERLY MEETINGS. PROVIDE STRUCTURE AND FOCUS TO MEETINGS TO ENABLE THE SMT TO SUCCESSFULLY REACH THEIR MEETING GOALS.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=1240BG24F0003&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA23D006M&contractType=AWARD,2/26/2025,0
12314422F0787,Department of Agriculture,SYNAVOICE LLC,63436.06,USDA/U.S. CODEX OFFICE (CODEX): TEAMBUILDING AND STRATEGIC PLANNING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314422F0787&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D00D0&contractType=AWARD,2/26/2025,0
12363N24F4151,Department of Agriculture,ENVIROSYSTEMS MANAGEMENT INC,47862,"THE COCONINO NATIONAL FOREST (CNF), RED ROCK RANGER DISTRICT REQUIRES PROFESSIONAL SERVICES FROM A SECRETARY OF THE INTERIOR (SOI) QUALIFIED CONSULTANT FOR ASSISTING WITH A 2,406-ACRE CULTURAL RESOURCES INVENTORY FOR STRATEGIC WILDFIRE AND PRESCRIBED",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12363N24F4151&modNumber=P00002&idvAgencyID=&idvPIID=12363N23A4377&contractType=AWARD,2/26/2025,0
12805B23P0377,Department of Agriculture,SOUTHWEST DECISION RESOURCES INC,31592.62,PLANNING AND FACILITATION FOR MANURESHED ACTION NETWORK PROJECT SUMMITS (3),TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=12805B23P0377&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,0
1240BG24P0071,Department of Agriculture,ANNA MILLER,29950,THIS WORK IS TO DEVELOP A CLIMATE CHANGE VULNERABILITY ASSESSMENT FOR RECREATION FOR THE FOUR NATIONAL FOREST SYSTEM UNITS IN NORTHERN CALIFORNIA BASED ON THE BEST AVAILABLE SCIENTIFIC INFORMATION.,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=1240BG24P0071&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,0
12805B24F0136,Department of Agriculture,"BERNEY ASSOCIATES, LLC",28432.5,LEADERSHIP- COACHING SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12H2&PIID=12805B24F0136&modNumber=P00001&idvAgencyID=&idvPIID=1232SA24A0001&contractType=AWARD,2/26/2025,0
1240BG24P0068,Department of Agriculture,GERALD STEPHEN PITTS,26000,A PROGRAMMER ANALYST IS NEEDED TO PRE-PROCESS CLIMATE DATA GENERATED BY GLOBAL CLIMATE MODELS FOR USE AS INPUT DATA TO MC2 DYNAMIC GLOBAL VEGETATION MODEL; WRITE SCRIPTS TO CONFIGURE AND RUN MC2 ON A BATCH SUBMISSION SYSTEM ON A LINUX-BASED HIGH PERF,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=1240BG24P0068&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,0
1333ND24FNB490224,Department of Commerce,NATIONAL ACADEMY OF SCIENCES,1776510,A CONSENSUS STUDY ON A VISION FOR THE MANUFACTURING USA PROGRAM IN 2030 AND 2035,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1341&PIID=1333ND24FNB490224&modNumber=P25001&idvAgencyID=&idvPIID=1333ND23DNB100003&contractType=AWARD,2/26/2025,0
W52P1J22G0052,Department of Defense,Thomson Reuters Special Services,15000000,"Joint Acquisition Intelligence Center (JAIC) Data Readiness for Artificial Intelligence Development (DRAID): This contract helps the DoD and Government users prepare data for use in AI applications by providing an easily accessible path to access the cutting-edge commercial services needed to meet the complex technical challenges involved in preparing data for AI.  Through access to AI data preparation tools, capabilities, and services, the DoD will be positioned to effectively prepare AI data to support the full range of AI activities across the DoD.  The scope of this PWS shall encompass all tasks needed to create, acquire, curate, prepare, manage, or secure data sets for use in DoD AI models and application development, testing, certification, and operation.   Examples of such tasks include but are not exclusive to Extract Transform Load (ETL) and Data Engineering Development, Database Design and Development, Data Science Development, Data Analysis, Data collection and curation, and Project and Outreach Program Management. For the execution of DoD Task Orders, these activities shall be performed while maintaining appropriate security and ethical considerations, including Federal and DoD regulations governing cyber security, information security, operational security, ethical standards of conduct, conflicts of interest, and AI Ethical Principles.",OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=W52P1J22G0052&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,2/26/2025,0
W912P725F0003,Department of Defense,West Law,7760,Legal Research Service,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=W912P725F0003&modNumber=0&idvAgencyID=&idvPIID=GS02F026DA&contractType=AWARD,2/26/2025,0
75R60225F80006,Department of Health and Human Services,"WESTAT, INC.",5576945,Management & Advisory Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60225F80006&modNumber=P00003&idvAgencyID=&idvPIID=GS00F009DA&contractType=AWARD,2/26/2025,5576945
75R60224F80153,Department of Health and Human Services,MATHEMATICA INC.,5160091,CHART ABSTRACTION OF RWHAP RECIPIENT CLINICAL DATA,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80153&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,2/26/2025,5125201
75D30120F00004,Department of Health and Human Services,"KATMAI RESOURCE MANAGEMENT, LLC",4945852.48,OFR ADMINISTRATIVE&FINANCIAL SUPPORT SERVICES IDIQ,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30120F00004&modNumber=P00011&idvAgencyID=&idvPIID=75D30120D08856&contractType=AWARD,2/26/2025,0
75R60224P00018,Department of Health and Human Services,"THE PARNIN GROUP, LLC",4529498.94,BUREAU OF HEALTH WORKFORCE ORGANIZATIONAL DEVELOPMENT - BHW92 C 5368,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00018&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,3835905.73
75D30123C17432,Department of Health and Human Services,"Veritas Management Group, Inc. (VMG)",4377245.66,"Office on Smoking and Health (OSH) Data Analysis, Statistical, Surveillance and Writing/Editing Support Services",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17432&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,2255849.65
75R60223F80091,Department of Health and Human Services,"CALCO ENTERPRISES, LLC",4100000,Technical & Engineering Services,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60223F80091&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA21D0013&contractType=AWARD,2/26/2025,4100000
75N94023F00167,Department of Health and Human Services,"Results Leadership Group, LLC",3703362.18,"The scope of this requirement is to procure professional services that will further enhance and expand the breadth of NIDDK’s Workforce Matters Program. These services include, but are not limited to, developing program initiatives and strategic management services, and all other tasks identified in this Statement of Work (SOW).",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N94023F00167&modNumber=P00003&idvAgencyID=&idvPIID=GS02F0251X&contractType=AWARD,2/26/2025,3233703.15
75F40124C00111,Department of Health and Human Services,"ANEON BRILLIENT, LLC",3266346.36,"DIRECT 8(A) AWARD OF A 12-MONTH BASE, LABOR HOUR TYPE CONTRACT TO ANEON BRILLIENT FOR THE CENTER FOR DRUG EVALUATION AND RESEARCH (CDER) FOR PROFESSIONAL SERVICES SUPPORT.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124C00111&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,0
75D30123C17591,Department of Health and Human Services,K.L. SCOTT & ASSOCIATES LLC,2999626,OSH HE FACILITATION AND TRAINING,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17591&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,1864376.84
75R60221F80131,Department of Health and Human Services,"INTEGRATED WORK STRATEGIES, LLC",2853331.11,Talent Development,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60221F80131&modNumber=P00008&idvAgencyID=&idvPIID=GS10F0187W&contractType=AWARD,2/26/2025,1313305.92
75R60224P00033,Department of Health and Human Services,Miami Environmental and Energy Solutions LLC,997776,"The purpose of this task order is to provide logistical and meeting support for the annual Tribal Advisory Council (hereafter referred to as TAC) meeting. Specifically, to provide pre-meeting, meeting, and post-meeting support. The TAC meeting will be a hybrid event that will combine both in-person and concurrent virtual experience.   The yearly in-person meeting will take place either in an Indian Country or in the Washington DC metropolitan area which include HRSA headquarters located at: HRSA 5600 Fishers Lane building in Rockville, MD. In the event of a public health emergency, this conference will be a virtual only meeting.   TAC meetings provide the venue for ensuring meaningful input from and collaboration with the elected leaders of Tribal Nations on HRSA programs and policies and complies with the HHS Tribal Consultation Policy.   The Contractor shall provide the personnel, materials, equipment, and services necessary for the performance of the statement of work.",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00033&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,2/26/2025,89798.58
